drugbank_id	name	type	groups	categories
DB05430	VLTS-589	small molecule	investigational	
DB05431	MLN-977	small molecule	investigational	
DB05432	DAS-431 IV	small molecule	investigational	
DB05433	rGLP-1	small molecule	investigational	
DB05434	ABT-510	small molecule	investigational	Amino Acids, Peptides, and Proteins|Peptides
DB05437	RIGScan CR49	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05438	IDM-4	biotech	investigational	
DB05439	IDD-1	biotech	investigational	
DB05440	SRP 299	small molecule	investigational	Biological Products|Complex Mixtures|Vaccines
DB05441	AVAC	biotech	investigational	
DB05442	Etiprednol dicloacetate	small molecule	investigational	Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists
DB05443	ADL 10-0101	small molecule	investigational	
DB05444	Iroxanadine	small molecule	investigational	
DB05445	TA-NIC	biotech	investigational	Biological Products|Complex Mixtures|Nicotine
DB05446	LJP 1082	small molecule	investigational	Alcohols|Amino Acids, Peptides, and Proteins|Biomedical and Dental Materials|Carbohydrates|Ethylene Glycols|Glycoconjugates|Glycols|Macromolecular Substances|Polymers|Proteins
DB05447	AVI-4557	small molecule	investigational	
DB05448	PX-12	small molecule	investigational	
DB05449	FM-VP4	small molecule	investigational	
DB05450	PYM50028	small molecule	investigational	Cholestanes|Drugs, Chinese Herbal|Sapogenins|Saponins|Steroids
DB05451	P54	small molecule	investigational	
DB05452	PH-284	small molecule	investigational	
DB05454	Paliroden	small molecule	investigational	
DB05455	SR 121463	small molecule	investigational	
DB05456	ETC-588	small molecule	investigational	Carbohydrates|Glycerophosphates|Glycerophospholipids|Lipids|Membrane Lipids|Phosphatidic Acids|Phospholipids|Sugar Phosphates
DB05457	OSI-7904L	small molecule	investigational	Acids, Acyclic|Dicarboxylic Acids
DB05458	Pozanicline	small molecule	investigational	
DB05459	Briakinumab	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antineoplastic and Immunomodulating Agents|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Interleukin Inhibitors|Proteins|Serum Globulins
DB05460	Ezatiostat	small molecule	investigational	Amino Acids, Peptides, and Proteins|Oligopeptides|Peptides
DB05461	OPC-28326	small molecule	investigational	Amines
DB05462	Chlorotoxin I-131	small molecule	investigational	
DB05463	ISS-1018	small molecule	investigational	
DB05464	NOX-700	small molecule	investigational	Acids, Acyclic|Carbamates|Sulfur Compounds
DB05465	Tandutinib	small molecule	investigational	Potential QTc-Prolonging Agents|QTc Prolonging Agents|Tyrosine Kinase Inhibitors
DB05466	R673	small molecule	investigational	
DB05467	R667	small molecule	investigational	
DB05468	R411	small molecule	investigational	
DB05469	R450	small molecule	investigational	
DB05470	VX-702	small molecule	investigational	Benzene Derivatives|Urea
DB05471	SGN-30	biotech	investigational	
DB05472	omega interferon	small molecule	investigational	Immunosuppressive Agents|Myelosuppressive Agents
DB05473	QR-334	small molecule	investigational	
DB05474	T487	small molecule	investigational	
DB05475	Golotimod	small molecule	investigational	Amino Acids, Peptides, and Proteins|Oligopeptides|Peptides
DB05476	WX-UK1	small molecule	investigational	Amino Acids|Amino Acids, Aromatic|Amino Acids, Cyclic|Amino Acids, Essential|Amino Acids, Peptides, and Proteins
DB05477	MUC1 Dendritic Cell Vaccine	biotech	investigational	
DB05478	Pradefovir Mesylate	small molecule	investigational	Purines
DB05479	CZEN 002	small molecule	investigational	
DB05480	PBI-1402	small molecule	investigational	
DB05481	Recombinant alpha 1-antitrypsin	small molecule	investigational	
DB05482	7-ethyl-10-hydroxycamptothecin	small molecule	investigational	Alkaloids|Antineoplastic Agents|Antineoplastic Agents, Phytogenic|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|Enzyme Inhibitors|Prodrugs|Radiation-Sensitizing Agents|Topoisomerase I Inhibitors|Topoisomerase Inhibitors
DB05483	PCL-016	small molecule	investigational	
DB05484	MDX-018	small molecule	investigational	
DB05485	ADH-1	biotech	investigational	
DB05487	Custirsen	small molecule	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Oligonucleotides, Antisense|Pyrans|Sulfur Compounds
DB05488	Technetium Tc-99m ciprofloxacin	small molecule	investigational	Anti-Bacterial Agents|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (strong)|Cytochrome P-450 Enzyme Inhibitors|Fluoroquinolones|Moderate Risk QTc-Prolonging Agents|Organometallic Compounds|QTc Prolonging Agents|Quinolines|Quinolones
DB05489	ACA 125	small molecule	investigational	
DB05490	T131	small molecule	investigational	Amides|PPAR gamma, agonists|Sulfones|Sulfur Compounds
DB05491	ATN-161	small molecule	investigational	
DB05492	Epicept NP-1	small molecule	investigational	
DB05493	NX-1207	small molecule	investigational	
DB05494	Elacytarabine	small molecule	investigational	Arabinonucleosides|Carbohydrates|Cytidine|Fatty Acids|Glycosides|Lipids|Nucleic Acids, Nucleotides, and Nucleosides|Nucleosides|Pyrimidine Nucleosides|Pyrimidines|Ribonucleosides
DB05495	PG-530742	small molecule	investigational	
DB05496	Otelixizumab	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05498	KW-7158	small molecule	investigational	Sulfur Compounds
DB05499	TAK-428	small molecule	investigational	
DB05500	AVN-944	biotech	investigational	Acids, Acyclic|Benzene Derivatives|IMP Dehydrogenase, antagonists & inhibitors|Urea
DB05501	AMD-070	small molecule	investigational	Receptors, CXCR4, antagonists & inhibitors
DB05502	AG-858	biotech	investigational	
DB05505	NM-702	small molecule	investigational	
DB05506	ISIS 113715	small molecule	investigational	
DB05507	VX-765	small molecule	investigational	Acids, Carbocyclic|Amino Acids, Peptides, and Proteins|Aminobenzoates|Benzene Derivatives|Benzoates|Oligopeptides|Peptides
DB05509	LI-301	small molecule	investigational	
DB05511	Piclidenoson	small molecule	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleosides|Purine Nucleosides|Purines|Ribonucleosides
DB05512	MM-093	biotech	investigational	
DB05513	Atiprimod	small molecule	investigational	
DB05514	Cobiprostone	small molecule	investigational	Autacoids|Biological Factors|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Inflammation Mediators|Lipids
DB05516	PI-0824	biotech	investigational	
DB05518	Managlinat dialanetil	small molecule	investigational	Amino Acids|Amino Acids, Peptides, and Proteins|Fructose-Bisphosphatase, antagonists & inhibitors|Organophosphorus Compounds
DB05519	Budiodarone	small molecule	investigational	Benzofurans
DB05520	Mimopezil	small molecule	investigational	
DB05521	Telaprevir	small molecule	approved|withdrawn	Amino Acids, Peptides, and Proteins|Antiinfectives for Systemic Use|Antiviral Agents|Antivirals for Systemic Use|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Inhibitors (strong)|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (strong)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Substrates|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P450 3A Inhibitors|Direct Acting Antivirals|HCV NS3/4A Protease Inhibitors|NS3/4A Protease Inhibitors|OATP1B1/SLCO1B1 Inhibitors|Organic Anion Transporting Polypeptide 1B1 Inhibitors|Organic Anion Transporting Polypeptide 2B1 Inhibitors|P-glycoprotein/ABCB1 Inhibitors|P-glycoprotein/ABCB1 Substrates|Peptides|Protease Inhibitors
DB05524	Pelitinib	small molecule	investigational	Amines|Quinolines|Receptor, Epidermal Growth Factor, antagonists & inhibitors
DB05525	EW-A-401	biotech	investigational	
DB05528	Mipomersen	small molecule	approved|investigational	Anticholesteremic Agents|Antisense Elements (Genetics)|Apolipoprotein B-100 Synthesis Inhibitor|Carbohydrates|Decreased Protein Synthesis|Diagnostic Uses of Chemicals|DNA|DNA, Antisense|Glycosides|Hypolipidemic Agents|Laboratory Chemicals|Lipid Modifying Agents|Lipid Modifying Agents, Plain|Lipid Regulating Agents|Molecular Probes|Noxae|Nucleic Acid Probes|Nucleic Acids|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Oligodeoxyribonucleotides, Antisense|Oligonucleotides|Oligonucleotides, Antisense|Polynucleotides|Toxic Actions
DB05530	CPG 10101	biotech	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Oligonucleotides|Polynucleotides
DB05532	BMS-488043	small molecule	investigational	HIV Fusion Inhibitors
DB05533	QR-333	small molecule	investigational	
DB05540	Alanosine	small molecule	investigational	Amino Acids|Amino Acids, Peptides, and Proteins|Antibiotics, Antineoplastic|Antineoplastic Agents|Chelating Agents|Sequestering Agents
DB05541	Brivaracetam	small molecule	approved|investigational	Anticonvulsants|Central Nervous System Depressants|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Epoxide Hydrolase Inhibitors|Miscellaneous Anticonvulsants|Nervous System|Pyrrolidines
DB05542	Naronapride	small molecule	investigational	Acids, Carbocyclic|Amides|Benzene Derivatives|Benzoates|Central Nervous System Depressants|Neurotransmitter Agents|Serotonin 5-HT4 Receptor Agonists|Serotonin Agents|Serotonin Receptor Agonists
DB05549	INO-1001	small molecule	investigational	Poly(ADP-ribose) Polymerases, antagonists & inhibitors
DB05550	Iratumumab	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05552	TG100-115	small molecule	investigational	Benzene Derivatives|Phosphatidylinositol 3-Kinases, antagonists & inhibitors
DB05553	Regrelor	small molecule	investigational	Adenine Nucleotides|Carbohydrates|Glycosides|Neurotransmitter Agents|Nucleic Acids, Nucleotides, and Nucleosides|Nucleotides|Purine Nucleotides|Purinergic Agents|Purinergic Antagonists|Purinergic P2 Receptor Antagonists|Purines|Ribonucleotides
DB05555	Enokizumab	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05560	Delcasertib	small molecule	investigational	Amino Acids, Peptides, and Proteins|Protein Kinase C-delta, antagonists & inhibitors
DB05562	Naluzotan	small molecule	investigational	Agents that produce hypertension|Amides|Central Nervous System Depressants|Neurotransmitter Agents|Serotonin 5-HT1 Receptor Agonists|Serotonin Agents|Serotonin Receptor Agonists|Sulfones|Sulfur Compounds
DB05565	PBT-1033	small molecule	investigational	
DB05575	Motesanib	small molecule	investigational	Nicotinic Acids|Pyridines|Tyrosine Kinase Inhibitors
DB05578	Ramucirumab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins|Vascular Endothelial Growth Factor Receptor 2 Antagonist|VEGFR2 Inhibitors
DB05580	TRU-015	small molecule	investigational	
DB05585	Verubulin	small molecule	investigational	
DB05586	Facinicline	small molecule	investigational	Pyrazoles
DB05590	Bedoradrine	small molecule	investigational	Acetates|Acids, Acyclic|Amides|Fatty Acids|Fatty Acids, Volatile|Lipids
DB05592	Blarcamesine	small molecule	investigational	
DB05594	Cantuzumab ravtansine	biotech	investigational	
DB05595	Farletuzumab	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05596	PRX-03140	small molecule	investigational	
DB05599	Fibroblast growth factor-1	biotech	investigational	Amino Acids, Peptides, and Proteins|Biological Factors|Fibroblast Growth Factors|Intercellular Signaling Peptides and Proteins|Peptides|Proteins
DB05606	Beclanorsen	small molecule	investigational	
DB05607	PRX-08066	small molecule	investigational	Central Nervous System Depressants|Serotonin 5-HT2 Receptor Antagonists|Serotonin Agents|Serotonin Receptor Antagonists|Sulfur Compounds
DB05608	MKC-1	small molecule	investigational	Protein Kinase Inhibitors
DB05611	Apilimod	small molecule	investigational	Oxazines
DB05616	4'-Methylene-5,8,10-trideazaaminopterin	small molecule	investigational	Biological Factors|Pigments, Biological|Pteridines|Pterins
DB05620	AVI-4065	small molecule	investigational	
DB05624	Teverelix	small molecule	investigational	Amino Acids, Peptides, and Proteins|Hormone Antagonists|Hormones, Hormone Substitutes, and Hormone Antagonists|Peptides
DB05625	CTCE-9908	small molecule	investigational	Amino Acids, Peptides, and Proteins
DB05626	Retaspimycin	small molecule	investigational	Amides|HSP90 Heat-Shock Proteins, antagonists & inhibitors|Lactams|Protein-Serine-Threonine Kinases, antagonists & inhibitors|Quinones
DB05630	Sodium stibogluconate	small molecule	approved|investigational	Acids, Acyclic|Agents Against Leishmaniasis and Trypanosomiasis|Anti-Infective Agents|Antimony Compounds|Antiparasitic Agents|Antiparasitic Products, Insecticides and Repellents|Antiplatyhelmintic Agents|Antiprotozoals|Carbohydrates|Gluconates|Hydroxy Acids|Organometallic Compounds|Schistosomicides|Sugar Acids
DB05631	ALT-2074	small molecule	investigational	Selenium Compounds
DB05633	Glypromate	small molecule	investigational	Amino Acids, Peptides, and Proteins|Peptides
DB05638	Asvasiran	biotech	investigational	
DB05642	DDP-225	small molecule	investigational	
DB05644	KP-1461	small molecule	investigational	Carbohydrates|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides
DB05645	Larazotide	small molecule	investigational	Amino Acids, Peptides, and Proteins|Peptides
DB05649	NTx-265	biotech	investigational	
DB05650	OT-551	small molecule	investigational	
DB05652	VTP-201227	small molecule	investigational	
DB05653	IRX-5183	small molecule	investigational	Alkenes|Biological Factors|Carotenoids|Cyclohexanes|Cyclohexenes|Cycloparaffins|Hydrocarbons, Acyclic|Pigments, Biological|Polyenes|Terpenes
DB05656	Veltuzumab	biotech	investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins
DB05659	faropenem medoxomil	small molecule	investigational	Amides|Aza Compounds|Azabicyclo Compounds|Lactams|Sulfur Compounds
DB05660	D-JNKI-1	small molecule	investigational	Amino Acids, Peptides, and Proteins|Neuroprotective Agents
DB05662	NP-50301	small molecule	investigational	
DB05667	Levoketoconazole	small molecule	investigational	
DB05668	Palifosfamide	small molecule	investigational	Acids|Acids, Noncarboxylic|Alkylating Drugs|Amino Acids|Amino Acids, Basic|Amino Acids, Diamino|Amino Acids, Essential|Amino Acids, Peptides, and Proteins|Anions|Antineoplastic Agents|Antineoplastic Agents, Alkylating|Cyclophosphamide|Electrolytes|Hydrocarbons, Halogenated|Ions|Mustard Compounds|Nitrogen Mustard Compounds|Noxae|Organophosphorus Compounds|Oxazines|Phosphoramide Mustards|Phosphoramides|Phosphoric Acids|Phosphorus Acids|Phosphorus Compounds|Toxic Actions
DB05670	ATL-104	biotech	investigational	
DB05671	AC-100	biotech	investigational	
DB05675	EP-2104R	biotech	investigational	Amino Acids, Peptides, and Proteins|Contrast Media|Elements|Lanthanoid Series Elements|Metals|Metals, Rare Earth
DB05676	Apremilast	small molecule	approved|investigational	Acids, Carbocyclic|Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Antineoplastic and Immunomodulating Agents|Central Nervous System Agents|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Disease-modifying Antirheumatic Agents|Imides|Immunosuppressive Agents|Isoindoles|Peripheral Nervous System Agents|Phthalic Acids|Phthalimides|Piperidines|Piperidones|Selective Immunosuppressants|Sensory System Agents
DB05678	SLx-4090	small molecule	investigational	Acids, Carbocyclic|Amides|Benzene Derivatives|Benzoates
DB05679	Ustekinumab	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Antineoplastic and Immunomodulating Agents|Blood Proteins|Dermatologicals|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Interleukin Inhibitors|Interleukin-12 Antagonist|Interleukin-12 Antagonists|Interleukin-23 Antagonist|Interleukin-23 Antagonists|Miscellaneous Therapeutic Agents|Proteins|Serum Globulins
